image_path,mask_path,totalsegmentator_folder,kind
/radraid/pteng/Totalsegmentator_dataset/s0986/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0986/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0986/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0330/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0330/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0330/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1159/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1159/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1159/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s1384/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1384/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1384/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0691/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0691/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0691/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0812/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0812/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0812/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0933/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0933/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0933/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0300/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0300/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0300/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0366/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0366/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0366/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1236/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1236/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1236/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1029/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1029/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1029/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1228/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1228/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1228/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0160/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0160/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0160/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1397/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1397/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1397/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1380/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1380/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1380/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0467/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0467/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0467/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0035/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0035/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0035/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0076/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0076/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0076/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0592/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0592/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0592/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0541/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0541/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0541/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0305/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0305/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0305/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1312/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1312/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1312/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1065/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1065/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1065/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0566/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0566/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0566/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0287/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0287/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0287/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1241/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1241/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1241/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1388/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1388/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1388/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1216/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1216/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1216/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0325/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0325/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0325/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0157/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0157/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0157/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1161/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1161/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1161/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0412/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0412/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0412/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0639/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0639/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0639/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0091/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0091/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0091/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0762/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0762/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0762/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0011/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0011/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0011/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0454/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0454/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0454/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0188/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0188/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0188/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0975/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0975/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0975/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0088/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0088/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0088/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0771/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0771/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0771/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0030/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0030/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0030/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0683/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0683/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0683/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0675/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0675/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0675/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0240/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0240/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0240/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1346/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1346/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1346/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0034/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0034/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0034/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0071/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0071/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0071/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0962/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0962/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0962/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0720/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0720/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0720/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0500/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0500/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0500/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0513/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0513/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0513/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0428/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0428/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0428/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0250/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0250/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0250/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0133/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0133/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0133/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0485/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0485/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0485/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0262/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0262/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0262/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0439/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0439/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0439/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0080/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0080/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0080/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0806/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0806/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0806/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0777/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0777/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0777/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0549/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0549/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0549/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0069/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0069/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0069/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0132/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0132/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0132/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0329/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0329/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0329/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0546/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0546/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0546/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1278/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1278/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1278/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0165/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0165/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0165/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1209/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1209/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1209/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0115/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0115/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0115/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s1215/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1215/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1215/segmentations,train
