uid,Adrenal Left,Adrenal Right,Bladder,Bones,Breast Left,Breast Right,Duodenum,Esophagus,Gall Bladder,Gonads,Heart,Kidney Left,Kidney Right,Large Intestine,Liver,Lung Left,Lung Right,Pancreas,Prostate,Rectum,Skin,Small Intestine,Spinal Canal,Spleen,Stomach,Thymus
Pediatric-CT-SEG-BB89BD7B,0.0,0.2532969531605275,0.061575715409691714,0.8474143785400341,,,0.45311455548128343,0.6977976077463451,0.0004904785844788052,,0.2416163063193207,0.9348141890151555,0.9079121237379897,0.40506016627013863,0.8853164982798688,0.9749328034389066,0.9667829240377542,0.10824617981253203,,,,0.5817474175306823,,0.27504847625387085,0.06622080051159145,
Pediatric-CT-SEG-B1B6F67A,,0.0,0.0,0.354301761870896,,,0.31678116493642694,0.3404316022222046,0.0,,0.054936045273697186,,0.8663093732866829,0.76831748252116,0.7748025915393134,0.7875386534658722,0.7888753341583613,0.23244594906516888,,,,0.4745793507031973,,0.01742064661699987,0.45820058157119775,
Pediatric-CT-SEG-F0386168,0.0,0.0,0.0,0.5298945572997489,,,0.17312963740100182,0.5274935570160428,0.0,,0.11779277053042929,0.938328247354201,0.9216135987966072,0.7920217861857083,0.8375041659840071,0.9294902911623893,0.9227681732631259,0.5076611973464853,,,,0.423569738894844,,0.5515806488206232,0.26150109254858794,
Pediatric-CT-SEG-0BBDB755,0.0063178677196446195,0.0960465680329857,0.0024933182657984896,0.7865881736479405,,,0.4192458220586015,0.6697791344945232,0.0,,0.6883279540735583,0.9409179574559949,0.9473870043233782,0.6520837365842301,0.891184181802385,0.8231074423281626,0.9213040713677624,0.8120539422379998,,,,0.7124968951703565,,0.8080290399535266,0.4329913114822557,
Pediatric-CT-SEG-29ECC095,0.0,0.0,0.0,0.49988480089065274,,,0.21849189961880558,0.48065143588938153,0.0,,0.5226487718680098,0.9120779981323499,0.5264268901342309,0.5386974139455762,0.829839958905625,0.9168522074603958,0.9292084333431341,0.12232621683897148,,,,0.388777952729171,,0.0,0.19292937327757814,
Pediatric-CT-SEG-403,0.12029185564977322,0.0,0.3443721118494283,0.834630906329561,,,0.1842539349746404,0.3628729004763099,0.0,,0.5983944784006725,0.9358831327356968,0.9510319231415508,0.7250062017377588,0.931416064385539,0.9341831714044158,0.9238559616344453,0.5489889696433895,,,,0.4726013872309994,,0.6011766865261455,0.01078102159692297,
Pediatric-CT-SEG-397,0.1236937513329068,0.1989502624343914,0.0,0.8884476593962967,,,0.16892046009970998,0.5418933623503809,0.6405530922310715,,0.82191884594365,0.9521122769376349,0.9450882009115626,0.7715687806862811,0.9200380693909592,0.9628439173352182,0.949694142297914,0.5366160182304087,,,,0.6608398481801273,,0.6866144030271315,0.044157297188239394,
Pediatric-CT-SEG-392,0.0,0.0,0.0,0.5636723331161524,,,0.01764744908113846,0.33803846997732756,,,0.18213849696332812,,,0.7379408436923298,0.1460420555931862,0.6014517177775713,0.5881373069749304,0.0,,,,0.72371160238576,,0.7153477514390257,0.0,
Pediatric-CT-SEG-4C1A38AE,0.2806633291614518,0.0,0.0,0.8092378948258906,,,0.0,,0.0,,0.0,0.8430397621701969,0.870201559421312,0.7668396235419889,0.8643770851708558,0.8200642948222913,0.24572240644244434,0.5116853811851931,,,,0.8243808072460376,,0.9470325814236183,0.5548519335175989,
Pediatric-CT-SEG-A783807D,0.25485436893203883,0.0,0.0,0.8058512485714912,,,0.4833381719459854,0.1298207212841359,,,0.6926072080020029,0.9444274471012439,0.7699745521120727,0.8367455100087874,0.3835830830307755,0.8856213828924913,0.3140127953129815,0.02065003999127463,,,,0.7563043695762941,,0.8819139501798734,0.2348639034894931,
Pediatric-CT-SEG-F22EFF95,0.0,0.0,0.0,0.31994622327294137,,,0.09835314990485185,0.3136045306297879,0.0,,0.21104819417236606,0.9177785342444144,0.057583267620442344,0.7828133649965137,0.34797905588800754,0.16831036078045486,0.3208815216183858,0.0,,,,0.6371344450640715,,0.0,0.0,
Pediatric-CT-SEG-7E9377C4,0.0,0.0,0.0,0.5877895443906842,,,0.0,0.7375798012768204,0.0,,0.02885184642040486,0.871282990378813,0.43573669056721975,0.6541736939493578,0.0,0.9418456132051564,0.8299985051079065,0.0,,,,0.5536510310161589,,0.0,0.0,
Pediatric-CT-SEG-77D4B907,0.0116991643454039,0.00966183574879227,0.14929592462818633,0.789243392657003,,,0.22563922942206655,0.5783605426038948,0.0,,0.05396708127767744,0.9313764955093475,0.9346539501415707,0.7457209106733098,0.8098923799548821,0.9685296121188881,0.9454824156511785,0.706147904011223,,,,0.6350693434779677,,0.7978706301163115,0.4890834721601452,
Pediatric-CT-SEG-7C7F4414,0.0,0.0,0.0,0.6790644355586558,,,0.050114348215173514,0.5915289141203317,0.0,,0.7836116280898582,0.6155362141323252,0.028577081802249986,0.65500872197063,0.19683852375286348,0.9379685746045879,0.7351356268217786,0.0,,,,0.3969785862233634,,0.0,0.0,
Pediatric-CT-SEG-5F4808C8,0.0,0.0,0.0,0.33503702903914423,,,0.11444543654644979,0.3799203125902258,0.0,,0.1825520523189884,0.0,0.0,0.5740930795044982,0.0,0.0,0.7669970609514133,0.0,,,,0.29849851584336234,,0.0,0.0,
Pediatric-CT-SEG-B55DA206,0.0,0.0,0.0,0.3061690222194236,,,0.30215514113634717,0.33035035124614076,0.13797534624720384,,0.2070501880062905,0.9205141003244323,0.4691564060722939,0.7331298438982209,0.6667742486741552,0.3074306108301024,0.21624522627536577,0.31140188644349914,,,,0.6336470256241422,,0.47337600435789184,0.11321298503943197,
Pediatric-CT-SEG-51A54CC5,0.0,0.0,0.0,0.29329842303618037,,,0.15175681010659298,0.40030960399974896,0.0,,0.07596451090898945,0.16076451630930869,0.0,0.7055372993674184,0.0,0.30339793332951,0.8362372216947077,0.0,,,,0.4211063853973966,,0.0,0.0,
Pediatric-CT-SEG-31E880AF,0.0,0.02088167053364269,0.0,0.6985397231510415,,,0.025319815947818174,0.6183015034538806,0.026278476226486436,,0.17308668836549956,0.9458736384235288,0.9512408921711797,0.7575535211785233,0.8423434881830586,0.9211172248382642,0.9395460794591989,0.5051418208296983,,,,0.72402512355436,,0.7383955704520129,0.00012249808596740677,
Pediatric-CT-SEG-52AA7DB5,0.0,,0.0,0.7563662279286066,,,0.4802601582810712,0.23598053386020978,0.07641324496246016,,0.3611877914122398,0.9529855498891681,0.9554486526844499,0.761568818626366,0.8572412512634361,0.9166682090566857,0.8926476059643399,0.5421860858172944,,,,0.622565197507741,,0.6337795933011472,0.24168493053761847,
Pediatric-CT-SEG-1471A6A5,0.0,0.0,0.0,0.3721669590714865,,,0.418066717724501,0.6114991939817302,0.0,,0.1368440043475136,0.9514286195261904,0.9368498847303572,0.6653541116874753,0.7507989691433559,0.15666324093343165,0.8422041450733938,0.023672220983209608,,,,0.35518185891979753,,0.0,0.0,
Pediatric-CT-SEG-ECD67909,0.0,0.021791767554479417,0.0,0.47792266617886603,,,0.6329728929047549,0.45728525815746435,0.13138967377343952,,0.4515404998781102,0.9566585944618503,0.95272091218893,0.5638975659152375,0.5598974820143885,0.7884801256493899,0.8991697309431489,0.38490081745389615,,,,0.5442108469937623,,0.0,0.0,
Pediatric-CT-SEG-390,0.0,0.1671134941912422,0.0,0.5510547245006262,,,0.06542859031128148,0.4698506782172575,,,0.6615993386741876,0.9498907305920721,0.3370657268377449,0.5099151019733408,0.815238672023105,0.8123804120002363,0.9011865969873962,0.33027596830542777,,,,0.29699510097172144,,0.6193808002116447,0.09863951036494757,
Pediatric-CT-SEG-FAC9474D,,0.0,0.0,0.19147187169329521,,,0.22084738882745686,0.549723229623974,0.0,,0.19101972997767533,0.0,0.0,0.6613833041973124,0.0,0.0,0.0,0.0,,,,0.27223352647338067,,0.0,0.0,
Pediatric-CT-SEG-07DC0024,0.2818296133291418,0.0,0.0,0.8524531873939526,,,0.2961097674527556,0.5618932649263115,0.0,,0.8066279840774783,0.9495368874906956,0.8450023926154399,0.661028562995135,0.4346418318334007,0.9639864744489018,0.8782547909581192,0.4081743516781996,,,,0.4334029298032113,,0.3929184898650913,0.0,
Pediatric-CT-SEG-C7338499,0.0,0.0,0.0,0.3962476133284746,,,0.0,0.6025427820395901,0.0,,0.4414148305930906,0.9219913292173597,0.008709294143432269,0.6362612036599963,0.47404284359220034,0.8228276797829036,0.7751602904032527,0.16047341764154618,,,,0.6907193149512124,,0.0,0.5669878418215338,
Pediatric-CT-SEG-D85B40C5,0.0,0.0,0.0,0.37445631424826503,,,0.024948854847562495,0.4197353120327814,0.0,,0.13684778981753043,0.0,0.0,0.5280716009509319,0.2215804215843548,0.42393846905139787,0.6705772787260056,0.0,,,,0.05125947080417565,,0.0,0.0,
Pediatric-CT-SEG-5F74CD3E,0.0,,0.0,0.3776897880713681,,,0.05490249371475165,0.6064415075868821,,,0.13471598931630968,0.8693619164088915,,0.33040007935373084,0.6910962355590671,0.5250510120224012,0.30766024698972244,0.0,,,,0.5180597383278868,,0.05331174873768659,0.0,
Pediatric-CT-SEG-539C7830,0.08430621156759648,0.16371308016877636,0.0,0.7987269501499322,,,0.4291330820527689,0.6277923500417951,0.21916588334240342,,0.17070392652252203,0.9444363487992539,0.9533458424804256,0.729425165535195,0.7509387935098164,0.9221440002667768,0.9485042251655688,0.72774170174727,,,,0.782054856035961,,0.8955249006566773,0.6891044784150403,
Pediatric-CT-SEG-02BA6CE5,0.0,0.15709743781559754,0.0,0.6137234318122946,,,0.26857014135270596,0.6258184892976192,0.3594083993461587,,0.20579748733375255,0.93577693246034,0.8438591152669827,0.6144813092540169,0.8345264590443259,0.9480057888262209,0.9475451310652585,0.6251345849735876,,,,0.5712114374456001,,0.7889592065112415,0.037071647943101915,
Pediatric-CT-SEG-ACCA52D8,,0.021574973031283712,0.0,0.5937177125736491,,,0.0,0.4012517569682022,0.0,,0.6474637297469025,,0.7566271380130764,0.5579909720550328,0.4511686417981757,0.7356252155825694,0.813876466804368,0.0018776077885952712,,,,0.6705343414190612,,0.4811635287094285,0.0,
Pediatric-CT-SEG-018B687C,0.0,0.0,0.0,0.35105998426502794,,,0.5134291444858319,0.47691286307053943,0.0,,0.21380003733751993,0.4251090136780933,0.0,0.6041712656930649,0.2699474869187493,0.08760418390364132,0.5096388219711449,0.0,,,,0.35308862909761424,,0.0,0.0,
Pediatric-CT-SEG-9D15A505,,,,0.703585789625247,,,,,,,,,,,,0.7214999473839522,0.7636188561238562,,,,,,,,,
Pediatric-CT-SEG-792705D7,0.30450208941102264,,0.0,0.7804198146578138,,,0.5782992869135359,0.27299659172169133,0.8038802713994635,,0.297543971619342,0.9599310883842349,0.6258283002863575,0.6318875172424007,0.745926619671037,0.7864356115559958,0.7500750450730838,0.5941400730098917,,,,0.5987918565038601,,0.6256128213016358,0.3539606569555571,
Pediatric-CT-SEG-813E523C,0.0,0.2395543175487465,0.0,0.8345284137710505,,,0.12704017054160283,0.7607154063382492,0.5352382816322536,,0.8325528188485581,0.9293510429244501,0.9325834789160368,0.5023779024562149,0.7933617008244948,0.9589177544539689,0.9381434207025555,0.2726545591418086,,,,0.4938186618682781,,0.35600578144917644,0.0,
Pediatric-CT-SEG-BC9C164F,0.07205934298834334,0.27481309615880384,0.0,0.8587681143289629,,,0.44079643873008584,0.7284135334716927,0.8182234509897044,,0.6781761333405073,0.9606346764250204,0.9570251831004891,0.7999596240550907,0.924260445375799,0.9661898483287346,0.9604276712197867,0.8731629188288808,,,,0.8667612415139919,,0.9488077083528084,0.5891832698625435,
Pediatric-CT-SEG-358,0.0,0.0,0.0,0.3885272321103744,,,0.18852410459343863,0.426476512770929,0.0,,0.7235346247401525,0.9533249950320869,0.03415614236509759,0.7013728069362877,0.40619108726726644,0.9115285068611334,0.7766111061146586,0.4393526427667871,,,,0.5814263392403608,,0.12669674265158892,0.05028815450685242,
Pediatric-CT-SEG-E906D2F2,0.0,0.35470753831717233,0.0,0.44315457775682077,,,0.5243380257486144,0.3529757139044569,0.6179226671927401,,0.3901604778182117,0.9535701492537313,0.8915942424915054,0.524131391433985,0.842893913489545,0.9407460534049334,0.9448772247073379,0.5176371485732336,,,,0.3357600929599127,,0.0,0.02264251774573928,
Pediatric-CT-SEG-4939A45F,0.4191549295774648,0.5106289721674337,0.23126167348270762,0.8532467566373793,,,0.3063888252805129,0.6358052434456929,0.0,,0.21461950966550664,0.9509515586229659,0.9023268245601009,0.8075184381933241,0.8422934604191458,0.9693099585029732,0.9640383421063038,0.6949636764345768,,,,0.844737156146218,,0.8251756127088701,0.06139372017854394,
Pediatric-CT-SEG-11FCDCBD,0.0,0.0,0.0,0.3465797972415691,,,0.044182030539055166,0.4281954384108999,0.0,,0.058010652080034544,0.0,0.0,0.5839969224892421,0.38301853398902247,0.11207829404715172,0.2442361176925801,0.0,,,,0.6642118976756755,,0.0,0.024852939061398842,
Pediatric-CT-SEG-BBEE696A,0.0848692670381483,0.0,0.0,0.7995430288842378,,,0.4017137096774194,0.7132468791661617,0.0,,0.15889675231808806,0.9448320104536297,0.9543244044677276,0.7064468947190135,0.88788143599234,0.9499145818805559,0.94629492265919,0.6667820097712087,,,,0.5334297904421621,,0.9083772522562328,0.696438699409977,
Pediatric-CT-SEG-2B699758,0.0,0.09110169491525423,0.0,0.5018626041844748,,,0.5536662554309929,0.5740629802307712,0.0,,0.43593892022588654,0.9438258164852255,0.9457200352223477,0.4497132135203152,0.7410619200690408,0.8391024038994545,0.86102233294661,0.6298601917316883,,,,0.8059993293787797,,0.7204365667566429,0.6199354308383269,
Pediatric-CT-SEG-F320D54C,0.0,0.23294329432943295,0.0,0.7751272661058534,,,0.21649615825444665,0.37216048293839793,,,0.5298865225130126,0.9564265288983853,0.9211809268354568,0.5222470398809071,0.8490367185429073,0.9269513401993419,0.9476367183764035,0.49426937469111104,,,,0.6229867930917711,,0.8535114970334343,0.2972313155412528,
Pediatric-CT-SEG-2744A45D,0.0,0.0,,0.5335258130572479,,,0.16660993149227693,0.3498201438848921,,,0.09397391701456105,0.8798063071017631,0.7896040320564277,,0.3259628734835333,0.7963868459549909,0.8577927865146414,0.0,,,,,,0.6655882819557271,0.0,
Pediatric-CT-SEG-6D6D4CD1,,0.0,0.0,0.41669102583924394,,,0.1151652081459066,0.5310415268333966,0.25860686039477515,,0.005368664910900067,,0.7731121041790315,0.643554075457517,0.6194834641521006,0.9253732367163172,0.913532496947628,0.4192695996378528,,,,0.6630169907747541,,0.0,0.02058000202359902,
Pediatric-CT-SEG-F8B985D0,0.0,0.0,0.0,0.8350701064863933,,,0.048714664715030644,0.5389799072642968,0.0,,0.5514000175723611,0.9549672663626113,0.9401488191523779,0.6738679343932974,0.7620149372113196,0.9587308383815655,0.9524616608546084,0.7508295809853941,,,,0.46684571407135755,,0.6400412059033763,0.0728867593279207,
Pediatric-CT-SEG-383,0.0,0.0,0.0,0.30448964462771627,,,0.0,0.6406609779222538,0.0,,0.07027474708757135,0.0,0.0,0.3879480675941174,0.0,0.898450503140791,0.8041132313125606,0.0,,,,0.12350520873377398,,0.0,0.0,
Pediatric-CT-SEG-861DB7D3,,,,0.39108239531259226,,,,,,,,,,,,,,,,,,0.0,,,,
Pediatric-CT-SEG-7CE37159,0.0,,0.0,0.3367658538204903,,,0.006447043883855527,0.4818363273453094,0.0,,0.33932438028752293,0.9472586742891187,0.09259894164120146,0.6146785994070539,0.15598422379600638,5.020324469845892e-05,0.04660975965613171,0.0,,,,0.3915936007769714,,0.2530818379690462,0.0,
Pediatric-CT-SEG-66065C99,,0.0,0.0,0.3406398088712112,,,0.4183451134612319,0.41248999856389634,0.0,,0.08392483451791567,0.8851755534291769,0.9214424256818272,0.6219430282412045,0.3793244720791453,0.8363536130146028,0.8175424611870891,0.0,,,,0.35782079181460696,,0.0,0.3132837407013815,
Pediatric-CT-SEG-51BBDB38,,,0.01840822502294741,0.8647093412567172,,,0.6094358572373417,,0.0,,,0.9547884223399918,0.9533181241474616,0.7829012678736875,0.5990025254375553,,,0.7963034830697584,,,,0.7359046204845142,,0.01899641577060932,,
Pediatric-CT-SEG-43920D5B,0.0,0.025,0.0,0.6669372852326921,,,0.07123733027347486,0.44165738732930904,0.3113812988974082,,0.6911564070571499,0.9210501003333389,0.8828649678922299,0.704081288018425,0.43342770549836307,,,0.578811213448085,,,,0.3283632218830317,,0.0,0.5173077084610797,
Pediatric-CT-SEG-14EF72AF,0.04698972099853157,0.34496,0.04375028988655976,0.8490857351915025,,,0.4368193959317855,0.6734615518866278,0.0,,0.40065111030955486,0.9475896612721821,0.958509112086476,0.7280446802084256,0.8810313897983846,0.9469191608581188,0.9398201392387878,0.6879695885509839,,,,0.8047103373562886,,0.45360010296787134,0.5865732746706729,
Pediatric-CT-SEG-E6DF2006,0.0,0.0,0.0,0.4957362308112741,,,0.0,0.445015910604603,0.8026316991821629,,0.38204335721383775,0.9528599771891285,0.548905393842565,0.616319434912576,0.8363832288460327,0.8578023177791172,0.9140267181358811,0.38645597428263656,,,,0.5624550304196593,,0.00029756805742161787,0.012904992554811987,
Pediatric-CT-SEG-393,0.0,0.05235602094240838,0.1939224497321156,0.8109004810470466,,,0.0004569604407415631,0.3549027556886103,0.0,,0.47342178836788495,0.7808307994991951,0.723809795150859,0.27654539258074096,0.5999313906185518,0.7535230585577831,0.7725113611034031,0.09186320474071254,,,,0.2508576244821598,,0.18847043277172118,0.06691189210838018,
Pediatric-CT-SEG-CD066857,0.0,0.0,0.0,0.2033322057245211,,,0.0010579211848717272,0.39818725800774374,0.0,,0.2145456147860902,0.0,0.0,0.5181535038932147,0.5746781173411141,0.0,0.01197325971995876,0.0,,,,0.48899203861726387,,0.0,0.0,
Pediatric-CT-SEG-C7D4AEFA,0.0,0.5239123727244678,0.0,0.8106783929854353,,,0.47102293532172695,0.5997800034736294,0.0259384565812792,,0.7181379059730071,0.9418260627152634,0.6290446858254923,0.7341728796666488,0.934018802590018,0.9483437403555204,0.9438481029879427,0.4749615411108305,,,,0.7872322936771257,,0.8279713149249927,0.0,
Pediatric-CT-SEG-C9494BA3,0.0,0.0,0.0,0.7480358367424152,,,0.0,0.8128544423440454,0.0,,0.03338350714976884,0.0,0.0,0.5803189312745117,0.38518816643509135,0.7969089394689995,0.7122021788550678,0.0,,,,0.5322987622902745,,0.004571978980771958,0.0,
Pediatric-CT-SEG-920AD27A,0.0,0.0,0.0,0.5008276173063381,,,0.14487273318695618,0.5228351078573641,0.0,,0.2662987451197953,0.9431016330279339,0.0,0.7332154216091382,0.18779516547051053,0.7725712911490755,0.8181110000667714,0.0,,,,0.459612391691692,,0.41450904573026914,0.0,
Pediatric-CT-SEG-D83E98D5,0.0,0.0,0.0,0.3102152355759897,,,0.0,0.5900754462368889,0.43638936939770406,,0.2496758659010928,0.848984307307211,0.8531296749626003,0.4394692671017285,0.6474641646120525,0.9497221726782554,0.9328979833536204,0.7357393961877506,,,,0.4151231794520369,,0.0540701539770763,0.0,
Pediatric-CT-SEG-B42CD321,0.22796408282939343,0.04256384576865298,0.0,0.7297776290881988,,,0.22677286618379575,0.5553434731068293,0.023672530001643925,,0.28168051042662334,0.9517588959291207,,0.8216923182518553,0.6894181727741152,0.8353811869129343,0.8674225010836114,0.4107808671567061,,,,0.7182021285048585,,0.7526959639203272,0.0,
